epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.55839,1.44099,3.63463,1.22449,0.70089,0.86741,0.89096,0.64163,1.09264,3.02751,1.08217,0.0002125,0.0002125,0.0002125
2,8.6217,1.28565,1.58466,1.13715,0.876,0.80481,0.92877,0.65103,1.15371,1.19579,1.04812,0.00042014,0.00042014,0.00042014
3,12.6578,1.24155,1.2722,1.11571,0.91658,0.87381,0.92537,0.66051,1.20949,1.16676,1.06848,0.000609923,0.000609923,0.000609923
4,16.7162,1.20234,1.15935,1.09567,0.88668,0.79698,0.88169,0.62663,1.21079,1.18121,1.0577,0.00078185,0.00078185,0.00078185
5,20.6051,1.22195,0.97289,1.0924,0.9277,0.83222,0.88352,0.61466,1.22768,1.1473,1.07791,0.00093592,0.00093592,0.00093592
6,24.5227,1.19405,1.04964,1.08002,0.70772,0.72838,0.76518,0.50997,1.28433,1.3889,1.09322,0.001002,0.001002,0.001002
7,28.4403,1.14874,0.89468,1.08135,0.79652,0.85355,0.93702,0.6557,1.20813,0.99354,1.06446,0.000952394,0.000952394,0.000952394
8,32.3553,1.19395,1.02598,1.11959,0.94649,0.863,0.91391,0.66442,1.1134,0.9778,1.03662,0.000902793,0.000902793,0.000902793
9,36.2979,1.10909,0.86276,1.05677,0.88814,0.82789,0.88471,0.63538,1.16861,1.13201,1.0781,0.000853192,0.000853192,0.000853192
10,40.2142,1.13663,0.84565,1.056,0.92334,0.78268,0.88693,0.62865,1.15049,1.14544,1.04088,0.000803591,0.000803591,0.000803591
11,44.1232,1.12085,0.77521,1.05538,0.81745,0.73247,0.84971,0.60205,1.1468,1.31563,1.04274,0.00075399,0.00075399,0.00075399
12,48.0213,1.1167,0.77809,1.05548,0.89903,0.851,0.93844,0.68595,1.14361,0.89842,1.02791,0.000704389,0.000704389,0.000704389
13,51.9525,1.07348,0.74876,1.04472,0.91436,0.74931,0.821,0.59809,1.16113,1.36144,1.05727,0.000654788,0.000654788,0.000654788
14,55.8463,1.06787,0.71855,1.04472,0.95348,0.79262,0.86927,0.64533,1.15332,1.18839,1.06771,0.000605187,0.000605187,0.000605187
15,59.7437,1.06352,0.68709,1.05692,0.91474,0.75735,0.85039,0.62659,1.12391,1.25966,1.04346,0.000555586,0.000555586,0.000555586
16,80.8758,0.98776,1.51001,0.98942,0.98608,0.79686,0.87569,0.63768,1.15568,1.08467,1.06826,0.000505985,0.000505985,0.000505985
17,84.6941,0.95436,1.13012,0.97252,0.91948,0.78966,0.88291,0.65154,1.11018,1.15428,1.05105,0.000456384,0.000456384,0.000456384
18,88.6636,0.96991,0.86314,0.98788,0.92159,0.73811,0.84502,0.62547,1.13773,1.37132,1.05916,0.000406783,0.000406783,0.000406783
19,92.5466,0.98683,0.62563,1.02595,0.90976,0.75453,0.85316,0.63295,1.12444,1.28917,1.04818,0.000357182,0.000357182,0.000357182
20,96.4151,1.01342,0.72028,1.02831,0.96987,0.74462,0.84614,0.63147,1.14907,1.29927,1.07078,0.000307581,0.000307581,0.000307581
21,100.282,0.9552,0.55373,1.022,0.92632,0.75733,0.8453,0.6295,1.13918,1.40215,1.09128,0.00025798,0.00025798,0.00025798
22,104.209,0.9629,0.57678,1.02281,0.96409,0.71012,0.84883,0.62872,1.14195,1.43519,1.08255,0.000208379,0.000208379,0.000208379
23,108.055,0.96033,0.54851,1.02139,0.92054,0.75351,0.84529,0.63081,1.1297,1.47039,1.08447,0.000158778,0.000158778,0.000158778
24,111.925,0.93993,0.60438,1.00855,0.92677,0.74407,0.83313,0.63108,1.14167,1.52745,1.09389,0.000109177,0.000109177,0.000109177
25,115.756,0.89521,0.49567,1.00493,0.92575,0.74814,0.8331,0.63131,1.1398,1.54449,1.09573,5.9576e-05,5.9576e-05,5.9576e-05
