epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.41344,0.87672,3.77943,1.21809,0.64212,0.81264,0.80359,0.55872,0.64795,2.40186,1.0451,0.0002125,0.0002125,0.0002125
2,8.45873,0.74078,1.59032,1.08932,0.69656,0.90882,0.94833,0.65879,0.67694,1.35342,1.01433,0.000420125,0.000420125,0.000420125
3,12.4477,0.73594,1.29386,1.09142,0.90067,0.88715,0.94062,0.67181,0.68631,1.10133,1.03,0.000609878,0.000609878,0.000609878
4,16.4195,0.7171,1.17296,1.06839,0.93088,0.81058,0.89795,0.62609,0.72528,1.19346,1.02576,0.000781759,0.000781759,0.000781759
5,20.3188,0.71624,1.12528,1.08261,0.65896,0.72001,0.74944,0.51544,0.7128,1.69379,1.00935,0.000935769,0.000935769,0.000935769
6,24.2182,0.69803,1.07135,1.03639,0.84382,0.52073,0.69084,0.46763,0.75645,1.89827,1.07248,0.00100178,0.00100178,0.00100178
7,28.0893,0.69093,0.96096,1.04705,0.90646,0.81206,0.93163,0.64734,0.68636,1.07611,1.04601,0.000952139,0.000952139,0.000952139
8,31.9666,0.69196,0.92291,1.06336,0.93385,0.73749,0.82431,0.57508,0.79588,1.48756,1.19437,0.000902495,0.000902495,0.000902495
9,35.8594,0.67542,0.85905,1.03655,0.95297,0.82179,0.87006,0.61944,0.74456,1.10447,1.09458,0.000852852,0.000852852,0.000852852
10,39.7552,0.65772,0.84087,1.04934,0.96623,0.76662,0.86685,0.63049,0.6829,1.23574,1.036,0.000803208,0.000803208,0.000803208
11,43.6716,0.65162,0.84237,1.02915,0.86383,0.84921,0.90748,0.64179,0.69918,1.11864,1.02935,0.000753565,0.000753565,0.000753565
12,47.5859,0.63681,0.78812,1.03265,0.95762,0.84207,0.93974,0.68554,0.66552,0.94091,1.02627,0.000703921,0.000703921,0.000703921
13,51.696,0.65778,0.80288,1.03308,0.90818,0.69537,0.83979,0.60167,0.7414,1.35205,1.13696,0.000654278,0.000654278,0.000654278
14,55.5791,0.64821,0.76167,1.03921,0.9471,0.85793,0.9043,0.65472,0.73661,1.05306,1.10736,0.000604635,0.000604635,0.000604635
15,59.6992,0.60735,0.73105,0.99533,0.93918,0.77585,0.89971,0.65277,0.69031,1.08967,1.07738,0.000554991,0.000554991,0.000554991
16,80.7973,0.58636,1.38018,0.96094,0.96742,0.81544,0.89399,0.64568,0.70606,1.15184,1.10057,0.000505348,0.000505348,0.000505348
17,84.6356,0.56924,1.36379,0.95042,0.93635,0.77133,0.87465,0.6373,0.71029,1.2078,1.09979,0.000455704,0.000455704,0.000455704
18,88.4525,0.56359,1.21191,0.95002,0.92657,0.73874,0.85582,0.62036,0.70264,1.26234,1.06092,0.00040606,0.00040606,0.00040606
19,92.2665,0.56856,0.64605,0.99068,0.83526,0.73715,0.83919,0.61282,0.65622,1.36993,1.01493,0.000356417,0.000356417,0.000356417
20,96.327,0.57567,0.71918,0.98277,0.88994,0.75199,0.84942,0.63175,0.69583,1.32986,1.06611,0.000306773,0.000306773,0.000306773
21,100.22,0.56787,0.56423,0.98477,0.90844,0.76341,0.8439,0.62395,0.68874,1.37189,1.0661,0.00025713,0.00025713,0.00025713
22,104.07,0.57104,0.63634,1.00678,0.93879,0.73905,0.84262,0.63586,0.65774,1.4404,1.04805,0.000207487,0.000207487,0.000207487
23,107.944,0.56245,0.55355,0.98814,0.92427,0.74611,0.83471,0.63312,0.66001,1.47284,1.04309,0.000157843,0.000157843,0.000157843
24,111.804,0.54732,0.53806,0.96949,0.93587,0.73995,0.85176,0.65002,0.64674,1.41271,1.0324,0.000108199,0.000108199,0.000108199
25,115.663,0.53741,0.50861,0.97117,0.94978,0.75006,0.85541,0.65249,0.63971,1.38468,1.02837,5.8556e-05,5.8556e-05,5.8556e-05
