epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.37677,1.26921,3.11699,0.99402,0.75676,0.74663,0.82216,0.58841,0.96691,2.5968,0.88894,0.0002125,0.0002125,0.0002125
2,8.4398,1.10859,1.43239,0.90798,0.81256,0.78385,0.87067,0.6172,0.97636,1.12405,0.85507,0.000420173,0.000420173,0.000420173
3,12.4528,1.08185,1.07096,0.90947,0.9289,0.88687,0.95694,0.65551,1.02736,0.91648,0.8456,0.000610024,0.000610024,0.000610024
4,16.4077,1.02749,0.97042,0.88326,0.87068,0.79327,0.88684,0.61059,1.01847,0.94672,0.83097,0.000782052,0.000782052,0.000782052
5,20.2947,1.07068,0.90836,0.89197,0.92803,0.82169,0.91081,0.6358,1.04676,0.92858,0.85185,0.000936259,0.000936259,0.000936259
6,24.2024,1.05946,0.86395,0.88231,0.82844,0.7699,0.89938,0.61436,1.08953,0.8509,0.87808,0.00100247,0.00100247,0.00100247
7,28.0841,1.0155,0.77273,0.88172,0.83763,0.86253,0.94776,0.6857,0.98707,0.78352,0.84622,0.000952964,0.000952964,0.000952964
8,32.0589,1.05256,0.85973,0.90174,0.77043,0.75784,0.84241,0.60882,1.07616,1.25683,0.93503,0.000903458,0.000903458,0.000903458
9,35.9277,0.97809,0.75125,0.87858,0.87624,0.75454,0.83283,0.59692,1.01256,1.10775,0.85743,0.000853952,0.000853952,0.000853952
10,39.8134,0.97456,0.68355,0.85745,0.82093,0.73779,0.88425,0.63333,0.98973,1.11605,0.84252,0.000804446,0.000804446,0.000804446
11,43.7177,1.01605,0.70412,0.86763,0.81417,0.7364,0.86617,0.62711,1.02483,1.15615,0.86291,0.00075494,0.00075494,0.00075494
12,47.625,0.97154,0.64797,0.8466,0.91608,0.74001,0.87407,0.62765,1.0233,0.99512,0.86476,0.000705434,0.000705434,0.000705434
13,51.5281,0.95241,0.65261,0.8537,0.97584,0.73544,0.82909,0.59879,1.05461,1.08166,0.90749,0.000655928,0.000655928,0.000655928
14,55.4293,0.95459,0.64291,0.85476,0.91513,0.73634,0.80538,0.59396,1.04096,1.1506,0.87667,0.000606422,0.000606422,0.000606422
15,59.3592,0.93151,0.61651,0.86635,0.93324,0.78724,0.8652,0.63265,0.97832,0.96873,0.83296,0.000556916,0.000556916,0.000556916
16,80.4252,0.84874,1.52145,0.79803,0.90525,0.81584,0.88546,0.64286,0.99073,0.94501,0.8424,0.00050741,0.00050741,0.00050741
17,84.2761,0.83552,0.9462,0.78509,0.94341,0.83059,0.91251,0.67825,0.96483,0.85841,0.83662,0.000457904,0.000457904,0.000457904
18,88.165,0.83719,1.0502,0.79118,0.97886,0.75287,0.86802,0.64982,0.95336,1.00905,0.82632,0.000408398,0.000408398,0.000408398
19,92.0478,0.85694,0.53277,0.83823,0.96254,0.78413,0.90709,0.67324,0.96289,0.89027,0.82515,0.000358892,0.000358892,0.000358892
20,95.9126,0.85711,0.51504,0.81918,0.94734,0.78512,0.89007,0.65303,0.9826,1.00129,0.85487,0.000309386,0.000309386,0.000309386
21,99.7286,0.83639,0.48451,0.81799,0.94683,0.75836,0.87325,0.65267,0.9836,1.1388,0.86329,0.00025988,0.00025988,0.00025988
22,103.606,0.84189,0.52686,0.83075,0.89451,0.78287,0.83979,0.61572,0.96486,1.24319,0.84351,0.000210374,0.000210374,0.000210374
23,107.444,0.82953,0.47045,0.83031,0.93969,0.77258,0.84478,0.64095,0.94515,1.25426,0.83528,0.000160868,0.000160868,0.000160868
24,111.338,0.79994,0.46749,0.80565,0.95939,0.78732,0.85496,0.6528,0.93571,1.20416,0.82813,0.000111362,0.000111362,0.000111362
25,115.171,0.78737,0.43769,0.80666,0.95877,0.78262,0.85398,0.6483,0.93756,1.21088,0.82851,6.1856e-05,6.1856e-05,6.1856e-05
