epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.36343,1.42884,2.30016,1.22598,0.65581,0.68678,0.74671,0.49957,1.23372,1.23997,1.15205,0.0002125,0.0002125,0.0002125
2,8.40221,1.23739,0.99796,1.11546,0.89332,0.89286,0.9627,0.66708,1.17164,0.97725,1.08467,0.000420149,0.000420149,0.000420149
3,12.4062,1.26861,0.86992,1.1619,0.81375,0.81834,0.88674,0.62035,1.22234,0.72952,1.09416,0.000609952,0.000609952,0.000609952
4,16.3083,1.25419,0.75493,1.17364,0.74336,0.79779,0.82857,0.55758,1.19094,0.81355,1.12334,0.000781907,0.000781907,0.000781907
5,20.1714,1.2715,0.72374,1.17108,0.77224,0.68822,0.79636,0.54396,1.289,0.91193,1.16169,0.000936017,0.000936017,0.000936017
6,24.0232,1.20165,0.66834,1.14308,0.51404,0.70962,0.71565,0.47579,1.30175,1.29093,1.19593,0.00100213,0.00100213,0.00100213
7,27.9132,1.19266,0.61398,1.11999,0.78079,0.83104,0.87345,0.61767,1.14846,0.78867,1.1062,0.000952556,0.000952556,0.000952556
8,31.7944,1.17854,0.57369,1.13787,0.84967,0.59347,0.74459,0.52084,1.27036,0.96935,1.15737,0.000902982,0.000902982,0.000902982
9,35.6391,1.13658,0.5564,1.13019,0.86383,0.66484,0.81639,0.58238,1.27468,1.02205,1.19721,0.000853408,0.000853408,0.000853408
10,39.55,1.19196,0.58146,1.13889,0.91813,0.85989,0.89071,0.6106,1.2079,0.72269,1.14261,0.000803834,0.000803834,0.000803834
11,43.4604,1.11291,0.50855,1.10193,0.85781,0.84798,0.91532,0.65859,1.13781,0.60513,1.13098,0.00075426,0.00075426,0.00075426
12,47.362,1.09457,0.49727,1.10022,0.8672,0.77959,0.89218,0.63024,1.17849,0.77774,1.13857,0.000704686,0.000704686,0.000704686
13,51.2525,1.08655,0.4918,1.0957,0.88542,0.76885,0.85695,0.61706,1.14833,0.8488,1.13726,0.000655112,0.000655112,0.000655112
14,55.2058,1.14368,0.5184,1.14273,0.9347,0.79391,0.8668,0.62425,1.1998,0.73161,1.15581,0.000605538,0.000605538,0.000605538
15,59.1227,1.08727,0.50264,1.07122,0.87268,0.74122,0.84648,0.61082,1.20863,0.78183,1.15442,0.000555964,0.000555964,0.000555964
16,79.8441,0.9885,0.69065,1.01915,0.90149,0.79012,0.87967,0.63416,1.10703,0.78974,1.10761,0.00050639,0.00050639,0.00050639
17,83.6559,0.96144,0.78452,1.01953,0.94861,0.82508,0.91781,0.6785,1.10955,0.6164,1.12617,0.000456816,0.000456816,0.000456816
18,87.533,0.94996,0.6928,1.02414,0.92093,0.81464,0.90976,0.65534,1.12061,0.6505,1.12733,0.000407242,0.000407242,0.000407242
19,91.3751,0.95718,0.43268,1.03524,0.96153,0.839,0.94761,0.68769,1.1539,0.56866,1.13067,0.000357668,0.000357668,0.000357668
20,95.2889,0.97841,0.44898,1.04913,0.95778,0.80797,0.89907,0.64419,1.15038,0.71688,1.1412,0.000308094,0.000308094,0.000308094
21,99.1807,0.97035,0.37656,1.07158,0.98838,0.76132,0.86602,0.62855,1.15563,0.83674,1.14965,0.00025852,0.00025852,0.00025852
22,103.023,0.94349,0.37847,1.05393,0.9716,0.78121,0.85684,0.62961,1.12176,0.82,1.12978,0.000208946,0.000208946,0.000208946
23,106.85,0.9602,0.36317,1.06801,0.96226,0.76186,0.85801,0.645,1.11903,0.84374,1.11757,0.000159372,0.000159372,0.000159372
24,110.686,0.92616,0.36662,1.03112,0.89378,0.76999,0.86105,0.64113,1.11202,0.852,1.11513,0.000109798,0.000109798,0.000109798
25,114.519,0.897,0.34392,1.04342,0.90508,0.76038,0.8618,0.64245,1.09634,0.85752,1.11305,6.0224e-05,6.0224e-05,6.0224e-05
