epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.55636,1.11431,2.80915,1.12085,0.74061,0.65153,0.79408,0.56661,0.87498,1.9653,1.01183,0.0002125,0.0002125,0.0002125
2,8.75549,0.97735,1.23604,1.02529,0.84203,0.80494,0.81446,0.5696,0.90631,1.08069,0.99792,0.000420186,0.000420186,0.000420186
3,12.8501,0.95136,0.95804,1.02116,0.85473,0.82612,0.94111,0.68077,0.89828,0.85051,0.96735,0.000610064,0.000610064,0.000610064
4,16.8494,0.90746,0.86448,1.01168,0.88896,0.78681,0.91863,0.65163,0.89209,0.85046,0.95729,0.000782134,0.000782134,0.000782134
5,20.7976,0.94585,0.79129,1.0003,0.94235,0.80728,0.87961,0.62904,0.88165,0.85608,0.96137,0.000936396,0.000936396,0.000936396
6,24.6869,0.90792,0.79164,1.0122,0.89846,0.81338,0.89451,0.60735,0.97332,0.80419,1.01159,0.00100266,0.00100266,0.00100266
7,28.6594,0.91888,0.72361,1.01033,0.8445,0.83962,0.89271,0.61033,0.95924,0.80958,1.01207,0.000953195,0.000953195,0.000953195
8,32.6093,0.90752,0.74568,1.00507,0.7741,0.7221,0.7824,0.54789,0.9609,1.17944,1.01345,0.000903728,0.000903728,0.000903728
9,36.4651,0.86779,0.69001,0.99223,0.87102,0.77944,0.81799,0.59595,0.90328,1.13868,1.00425,0.00085426,0.00085426,0.00085426
10,40.3594,0.85747,0.62999,0.97028,0.82047,0.75392,0.81966,0.6067,0.90206,1.17758,0.99374,0.000804793,0.000804793,0.000804793
11,44.2363,0.88409,0.61549,0.97711,0.94444,0.78329,0.84325,0.62655,0.96644,1.01768,1.0295,0.000755325,0.000755325,0.000755325
12,48.1975,0.85587,0.58087,0.97614,0.97351,0.8334,0.88056,0.65059,0.87153,0.88261,0.95932,0.000705858,0.000705858,0.000705858
13,52.0706,0.8311,0.5667,0.96508,0.9377,0.77567,0.85235,0.63577,0.9092,1.12675,0.98979,0.00065639,0.00065639,0.00065639
14,55.9362,0.83094,0.56318,0.96356,0.92138,0.76321,0.83855,0.60895,0.9559,1.20204,1.01387,0.000606922,0.000606922,0.000606922
15,59.844,0.83051,0.54183,0.98366,0.94167,0.771,0.85165,0.61975,0.90225,1.07768,0.96285,0.000557455,0.000557455,0.000557455
16,80.8659,0.75451,0.88471,0.91532,0.82817,0.76626,0.83066,0.61274,0.86306,1.0725,0.96883,0.000507987,0.000507987,0.000507987
17,84.7133,0.74877,0.89823,0.90841,0.97762,0.802,0.86538,0.64683,0.83856,0.98498,0.94819,0.00045852,0.00045852,0.00045852
18,88.802,0.74305,1.21202,0.89994,0.90012,0.76393,0.8732,0.63476,0.8607,1.04771,0.95031,0.000409052,0.000409052,0.000409052
19,92.7685,0.75054,0.47837,0.9385,0.95188,0.78833,0.87893,0.64513,0.86038,1.00395,0.95472,0.000359585,0.000359585,0.000359585
20,96.6822,0.76369,0.49221,0.93375,0.96146,0.78468,0.90345,0.66936,0.83608,0.79556,0.93174,0.000310118,0.000310118,0.000310118
21,100.575,0.74731,0.43236,0.94025,0.93592,0.80512,0.87817,0.64858,0.83833,0.86877,0.93318,0.00026065,0.00026065,0.00026065
22,104.541,0.73282,0.48138,0.94086,0.97061,0.77338,0.87801,0.6485,0.88162,0.92262,0.9524,0.000211183,0.000211183,0.000211183
23,108.501,0.73494,0.42587,0.93461,0.94714,0.77349,0.86935,0.64144,0.87349,1.03111,0.95367,0.000161715,0.000161715,0.000161715
24,112.563,0.73727,0.41311,0.91826,0.98088,0.76755,0.87802,0.65522,0.85943,0.98824,0.94134,0.000112247,0.000112247,0.000112247
25,116.454,0.69396,0.39115,0.91661,0.97309,0.77955,0.8929,0.66826,0.84672,0.95711,0.93845,6.278e-05,6.278e-05,6.278e-05
