epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.63761,1.8576,2.97381,1.17061,0.83841,0.84544,0.92086,0.64326,1.49059,2.00618,1.03757,0.0002125,0.0002125,0.0002125
2,8.70895,1.61644,1.2888,1.10329,0.76867,0.8729,0.86905,0.62616,1.45985,1.21074,0.99968,0.000420135,0.000420135,0.000420135
3,12.6582,1.56186,1.03359,1.07948,0.92061,0.84991,0.95573,0.67253,1.54773,0.97087,1.06722,0.000609908,0.000609908,0.000609908
4,16.6336,1.53668,1.0205,1.08247,0.9235,0.90355,0.97465,0.6712,1.5734,0.84967,1.0613,0.000781819,0.000781819,0.000781819
5,20.601,1.52379,0.91118,1.08785,0.90888,0.79995,0.92401,0.6175,1.62608,1.05719,1.05618,0.000935869,0.000935869,0.000935869
6,24.5401,1.53006,0.89072,1.08109,0.77144,0.87301,0.90932,0.58694,1.64357,0.93636,1.1006,0.00100192,0.00100192,0.00100192
7,28.4025,1.52754,0.84045,1.10026,0.81431,0.73086,0.8176,0.57403,1.51919,1.24268,1.066,0.000952307,0.000952307,0.000952307
8,32.318,1.48122,0.79373,1.07398,0.79865,0.76121,0.86349,0.60197,1.50563,1.16881,1.06529,0.000902691,0.000902691,0.000902691
9,36.2225,1.44553,0.72873,1.05825,0.94383,0.81106,0.87544,0.62566,1.51537,1.02253,1.0735,0.000853076,0.000853076,0.000853076
10,40.0959,1.44625,0.69852,1.08216,0.99125,0.82361,0.86616,0.62522,1.52587,1.0809,1.06988,0.000803461,0.000803461,0.000803461
11,44.0258,1.46325,0.70787,1.08064,0.96173,0.8341,0.88822,0.62466,1.48695,1.01309,1.06108,0.000753845,0.000753845,0.000753845
12,47.9348,1.45774,0.71362,1.08624,0.87172,0.84376,0.94732,0.67178,1.49358,0.8356,1.06073,0.00070423,0.00070423,0.00070423
13,51.8409,1.32628,0.63035,1.04311,0.92754,0.80934,0.90265,0.65316,1.4662,1.03608,1.04492,0.000654614,0.000654614,0.000654614
14,55.7497,1.34847,0.63702,1.05955,0.98745,0.77497,0.88388,0.64784,1.48976,1.08081,1.07067,0.000604998,0.000604998,0.000604998
15,59.6684,1.3549,0.62245,1.05652,0.9345,0.83042,0.92704,0.66244,1.50734,0.91687,1.07146,0.000555383,0.000555383,0.000555383
16,80.7334,1.21202,1.43468,0.95951,0.93033,0.78067,0.90588,0.63797,1.5087,1.00692,1.07164,0.000505768,0.000505768,0.000505768
17,84.55,1.17685,0.82518,0.9564,0.93757,0.7724,0.86685,0.60507,1.54356,1.0228,1.09632,0.000456152,0.000456152,0.000456152
18,88.4324,1.17473,0.99434,0.95338,0.9034,0.78155,0.88855,0.64746,1.47966,1.06782,1.06304,0.000406536,0.000406536,0.000406536
19,92.3139,1.18669,0.54885,0.98306,0.94036,0.74289,0.90415,0.63756,1.50258,1.07186,1.08976,0.000356921,0.000356921,0.000356921
20,96.1762,1.19094,0.5419,0.98679,0.95264,0.7947,0.92688,0.66136,1.50236,0.95316,1.0837,0.000307306,0.000307306,0.000307306
21,100.005,1.17937,0.48601,1.00359,0.94017,0.79218,0.9168,0.64986,1.4963,0.99499,1.08694,0.00025769,0.00025769,0.00025769
22,103.878,1.1352,0.4877,0.98676,0.96153,0.76827,0.89029,0.64133,1.4402,1.12263,1.06339,0.000208075,0.000208075,0.000208075
23,107.719,1.17304,0.4949,1.00399,0.9632,0.74253,0.85556,0.61263,1.44495,1.23261,1.05922,0.000158459,0.000158459,0.000158459
24,111.614,1.12584,0.44275,0.96336,0.9571,0.7621,0.85273,0.61327,1.45202,1.22429,1.06147,0.000108843,0.000108843,0.000108843
25,115.453,1.11424,0.44187,0.98459,0.9558,0.7638,0.86034,0.61906,1.43049,1.24414,1.05718,5.9228e-05,5.9228e-05,5.9228e-05
